10,2011-06-01,08:38:43,17:19:02,Lodz
10,2011-06-02,08:31:51,16:13:47,Lodz
10,2011-06-03,08:26:05,10:21:44,Pila
10,2011-06-06,08:40:33,16:37:40,Poznan
10,2011-06-07,15:56:10,17:01:33,Lodz
10,2011-06-08,08:45:31,17:21:25,Pila
10,2011-06-09,08:38:38,16:34:11,Lodz
10,2011-06-10,08:41:13,16:22:29,Poznan
10,2011-06-13,09:57:07,16:57:04,Lodz
10,2011-06-14,08:35:00,16:55:17,Lodz
10,2011-06-15,08:40:46,17:25:57,Lodz
10,2011-06-16,08:16:38,16:16:55,Pila
10,2011-06-17,08:44:08,17:04:20,Pila
10,2011-06-20,08:21:16,16:49:43,Pila
10,2011-06-21,08:38:52,16:53:31,Poznan
10,2011-06-22,08:36:58,17:37:29,Lodz
10,2011-06-27,08:11:44,17:42:40,Pila
10,2011-06-28,08:22:04,17:17:21,Poznan
10,2011-06-29,08:26:27,16:34:32,Lodz
10,2011-06-30,08:34:01,17:10:20,Pila
10,2011-07-01,08:36:29,16:41:45,Pila
10,2011-07-04,08:35:50,16:52:28,Poznan
10,2011-07-05,08:26:28,18:11:53,Poznan
10,2011-07-06,08:24:57,17:19:37,Pila
10,2011-07-07,08:33:07,17:08:17,Lodz
10,2011-07-08,07:38:10,13:39:57,Poznan
10,2011-07-11,08:33:13,17:32:08,Poznan
10,2011-07-12,08:31:23,17:46:48,Pila
10,2011-07-13,08:50:18,17:58:13,Poznan
10,2011-07-14,08:33:03,18:07:52,Lodz
10,2011-07-15,08:35:10,17:35:42,Pila
10,2011-07-18,08:40:54,17:12:12,Poznan
10,2011-07-19,12:10:19,16:24:05,Lodz
10,2011-07-20,08:35:00,17:45:06,Lodz
10,2011-07-21,08:39:49,16:57:41,Pila
10,2011-07-22,08:35:30,16:40:47,Pila
10,2011-07-25,08:39:01,16:39:11,Poznan
10,2011-07-26,08:35:35,16:42:31,Pila
10,2011-07-27,08:38:20,17:20:41,Poznan
10,2011-07-28,08:36:31,17:10:37,Poznan
10,2011-07-29,08:38:59,16:54:10,Poznan
10,2011-08-01,08:37:55,16:54:13,Lodz
10,2011-08-02,08:33:41,16:31:29,Pila
10,2011-08-03,08:44:45,18:02:16,Lodz
10,2011-08-04,08:46:11,16:57:44,Pila
10,2011-08-05,08:38:51,16:50:42,Pila
10,2011-08-08,08:49:52,16:52:47,Pila
10,2011-08-09,08:47:23,17:07:37,Poznan
10,2011-08-10,08:46:27,17:06:13,Lodz
10,2011-08-11,08:39:53,17:00:22,Poznan
10,2011-08-12,08:39:16,16:52:46,Poznan
10,2011-08-23,08:35:57,17:48:18,Poznan
10,2011-08-24,08:38:51,16:59:00,Lodz
10,2011-08-25,08:50:57,14:56:03,Pila
10,2011-08-26,08:57:10,16:18:02,Poznan
10,2011-08-29,08:37:09,17:02:16,Pila
10,2011-08-30,08:28:06,18:03:12,Lodz
10,2011-08-31,08:10:36,16:18:38,Lodz
10,2011-09-01,08:47:03,16:55:30,Pila
10,2011-09-02,08:39:40,17:23:13,Lodz
10,2011-09-05,09:16:23,15:25:45,Poznan
10,2011-09-06,08:49:05,16:59:59,Pila
10,2011-09-07,08:44:52,16:51:48,Pila
10,2011-09-08,08:38:44,15:00:14,Lodz
10,2011-09-09,08:50:37,17:37:17,Poznan
10,2011-09-12,11:31:41,17:23:10,Pila
10,2011-09-13,08:39:55,17:25:13,Lodz
10,2011-09-14,08:25:01,16:45:16,Pila
10,2011-09-15,08:43:44,18:22:56,Pila
10,2011-09-16,08:46:24,17:26:54,Poznan
10,2011-09-26,08:45:05,17:22:38,Lodz
10,2011-09-27,08:46:48,16:52:16,Pila
10,2011-09-28,08:28:11,16:53:38,Lodz
10,2011-09-29,08:30:51,17:26:13,Poznan
10,2011-09-30,08:39:59,17:30:28,Pila
10,2011-10-10,08:54:06,17:08:11,Lodz
10,2011-10-11,08:53:39,17:59:06,Lodz
10,2011-10-12,08:56:25,17:24:42,Poznan
10,2011-10-13,08:52:56,17:13:17,Pila
10,2011-10-14,08:52:57,17:21:03,Poznan
10,2011-10-17,09:02:44,17:09:13,Poznan
10,2011-10-18,08:58:31,17:10:16,Lodz
10,2011-10-19,08:52:29,17:22:53,Poznan
10,2011-10-20,08:52:45,16:58:02,Poznan
10,2011-10-21,08:53:37,17:08:43,Lodz
10,2011-10-24,08:40:49,16:12:55,Lodz
10,2011-10-25,08:53:25,16:53:29,Lodz
10,2011-10-26,08:56:30,18:01:36,Poznan
10,2011-10-27,08:51:33,17:19:12,Pila
10,2011-10-28,08:53:00,18:08:23,Lodz
10,2011-10-31,08:54:08,18:04:12,Lodz
10,2011-11-02,08:50:23,17:15:16,Lodz
10,2011-11-03,08:50:24,17:40:37,Pila
10,2011-11-04,08:50:51,16:31:51,Poznan
10,2011-11-07,08:52:02,17:27:18,Lodz
10,2011-11-08,08:49:07,17:26:09,Lodz
10,2011-11-09,08:44:59,16:56:58,Poznan
10,2011-11-10,08:49:43,17:22:22,Lodz
10,2011-11-14,08:52:52,17:10:36,Lodz
10,2011-11-15,08:34:43,18:01:22,Poznan
10,2011-11-16,08:50:05,16:55:19,Lodz
10,2011-11-17,08:24:30,17:39:44,Pila
10,2011-11-18,08:52:27,16:12:41,Lodz
10,2011-11-21,08:50:29,17:19:46,Pila
10,2011-11-22,08:51:14,17:16:30,Pila
10,2011-11-23,08:50:22,18:36:13,Pila
10,2011-11-24,08:54:04,19:04:31,Poznan
10,2011-11-25,08:50:58,18:02:23,Lodz
10,2011-11-28,08:55:37,17:19:22,Lodz
10,2011-11-29,08:53:28,17:39:59,Lodz
10,2011-11-30,08:51:28,17:46:45,Lodz
10,2011-12-01,08:49:57,17:05:12,Lodz
10,2011-12-02,08:53:58,17:35:31,Lodz
10,2011-12-12,08:54:12,17:49:55,Pila
10,2011-12-14,08:34:07,16:51:49,Pila
10,2011-12-15,08:46:56,16:55:31,Pila
10,2011-12-16,08:08:18,18:03:20,Poznan
10,2011-12-19,08:51:07,17:25:44,Pila
10,2011-12-20,08:48:43,17:04:02,Poznan
10,2011-12-21,08:54:55,17:08:54,Lodz
10,2011-12-22,08:51:51,16:57:50,Poznan
10,2011-12-23,08:55:14,16:55:34,Lodz
10,2011-12-27,08:44:40,17:02:17,Pila
10,2011-12-28,08:51:35,16:56:47,Pila
10,2011-12-29,08:52:05,16:54:45,Pila
10,2011-12-30,08:51:06,17:31:19,Lodz
10,2012-01-09,08:51:49,17:30:23,Lodz
10,2012-01-10,08:48:22,17:29:20,Poznan
10,2012-01-11,08:53:36,16:58:53,Pila
10,2012-01-12,08:55:14,16:49:23,Pila
10,2012-01-13,08:52:27,18:07:26,Lodz
10,2012-01-16,08:53:17,17:13:37,Poznan
10,2012-01-17,08:52:11,17:35:38,Poznan
10,2012-01-18,08:56:47,17:36:18,Pila
10,2012-01-19,08:54:48,18:10:02,Pila
10,2012-01-20,08:54:46,17:50:26,Lodz
10,2012-01-23,08:54:44,15:30:28,Poznan
10,2012-01-24,08:53:20,18:06:46,Poznan
10,2012-01-25,08:55:20,17:25:47,Poznan
10,2012-01-26,08:47:32,18:14:03,Lodz
10,2012-01-27,08:52:04,17:38:14,Pila
10,2012-01-30,08:40:53,16:59:44,Pila
10,2012-01-31,08:56:19,18:11:33,Pila
10,2012-02-01,08:55:40,17:51:01,Pila
10,2012-02-02,08:54:01,17:59:16,Poznan
10,2012-02-03,08:18:11,17:43:27,Lodz
10,2012-02-06,08:55:29,16:15:59,Pila
10,2012-02-07,08:38:52,17:23:33,Pila
10,2012-02-08,08:57:22,18:02:41,Poznan
10,2012-02-09,08:55:48,17:48:18,Pila
10,2012-02-10,08:03:52,16:59:08,Lodz
10,2012-02-13,08:26:54,15:51:47,Lodz
10,2012-02-14,08:33:10,16:48:26,Lodz
10,2012-02-15,08:35:26,17:40:44,Pila
10,2012-02-16,08:27:28,17:27:47,Lodz
10,2012-02-17,08:48:57,16:57:57,Pila
10,2012-02-21,08:05:33,16:31:55,Lodz
10,2012-02-22,08:55:36,18:06:02,Pila
10,2012-02-23,08:55:12,17:37:18,Poznan
10,2012-02-27,08:36:01,16:33:29,Pila
10,2012-02-28,08:31:59,16:52:19,Pila
10,2012-02-29,08:56:42,17:45:30,Pila
10,2012-03-01,08:56:44,17:41:57,Poznan
10,2012-03-02,08:53:51,16:46:35,Poznan
10,2012-03-05,08:28:52,16:37:20,Poznan
10,2012-03-06,08:53:56,17:26:50,Pila
10,2012-03-07,08:54:16,17:29:38,Pila
10,2012-03-08,08:55:24,17:50:10,Pila
10,2012-03-09,08:56:15,17:19:25,Pila
10,2012-03-12,08:12:43,16:30:58,Pila
10,2012-03-13,08:54:30,17:50:07,Lodz
10,2012-03-14,08:55:42,16:14:34,Pila
10,2012-03-15,08:53:39,18:03:35,Lodz
10,2012-03-16,08:58:52,16:59:23,Poznan
10,2012-03-20,08:56:10,18:08:10,Lodz
10,2012-03-21,08:51:05,17:01:26,Lodz
10,2012-03-22,08:54:49,18:18:03,Pila
10,2012-03-23,08:54:33,17:39:53,Pila
10,2012-03-26,08:55:56,17:30:36,Poznan
10,2012-03-27,08:41:30,17:33:15,Poznan
10,2012-03-28,08:55:10,18:10:37,Poznan
10,2012-03-29,08:53:56,18:09:57,Poznan
10,2012-03-30,08:55:19,16:40:39,Lodz
10,2012-04-02,08:54:21,17:29:40,Poznan
10,2012-04-03,08:54:54,16:59:57,Pila
10,2012-04-04,08:54:38,17:40:14,Poznan
10,2012-04-05,08:56:59,17:58:34,Pila
10,2012-04-06,08:46:26,16:46:46,Poznan
10,2012-04-11,08:52:14,17:37:33,Poznan
10,2012-04-12,08:57:06,18:18:43,Lodz
10,2012-04-13,11:08:01,18:16:07,Pila
10,2012-04-23,08:50:31,16:15:40,Poznan
10,2012-04-24,08:56:14,18:07:08,Lodz
10,2012-04-26,08:57:34,17:52:29,Lodz
10,2012-04-27,08:56:21,17:06:41,Lodz
10,2012-04-30,08:52:50,17:24:47,Pila
10,2012-05-02,08:45:42,17:21:04,Lodz
10,2012-05-04,07:51:22,16:01:38,Pila
10,2012-05-07,09:17:08,17:27:42,Pila
10,2012-05-08,08:49:05,17:09:22,Poznan
10,2012-05-09,08:52:26,17:01:44,Pila
10,2012-05-10,08:47:00,18:09:54,Pila
10,2012-05-11,08:53:13,17:26:02,Pila
10,2012-05-16,08:52:29,17:15:21,Lodz
10,2012-05-17,08:56:23,17:46:44,Lodz
10,2012-05-18,08:57:45,16:59:05,Poznan
10,2012-05-21,08:56:31,16:55:53,Lodz
10,2012-05-22,08:55:16,17:40:33,Pila
10,2012-05-23,08:54:26,17:04:51,Poznan
10,2012-05-24,08:58:37,17:46:41,Poznan
10,2012-05-25,08:57:34,17:27:52,Pila
10,2012-05-28,08:38:41,15:51:34,Lodz
10,2012-05-29,08:52:41,16:53:34,Lodz
10,2012-05-30,08:58:40,17:49:31,Lodz
10,2012-05-31,08:53:26,17:30:47,Poznan
10,2012-06-01,08:53:08,18:46:25,Pila
10,2012-06-04,08:55:58,17:44:17,Lodz
10,2012-06-05,08:56:37,18:54:46,Pila
10,2012-06-06,09:00:11,17:18:37,Pila
10,2012-06-07,09:14:48,17:25:07,Poznan
10,2012-06-08,09:10:47,16:34:33,Pila
10,2012-06-11,09:04:16,17:44:54,Lodz
10,2012-06-12,09:07:48,17:23:07,Poznan
10,2012-06-13,08:57:33,17:37:54,Lodz
10,2012-06-14,09:05:37,18:27:07,Lodz
10,2012-06-18,08:59:12,15:55:51,Lodz
10,2012-06-19,08:58:20,18:13:41,Pila
10,2012-06-20,09:01:48,17:51:57,Poznan
10,2012-06-21,09:07:41,17:58:07,Lodz
10,2012-06-22,08:58:29,17:02:46,Lodz
10,2012-06-25,09:07:09,18:22:36,Lodz
10,2012-06-26,09:13:23,18:18:41,Lodz
10,2012-06-27,09:10:58,17:16:15,Lodz
10,2012-06-28,09:21:10,18:02:16,Pila
10,2012-06-29,09:36:40,17:07:01,Pila
10,2012-07-02,08:53:47,17:09:00,Poznan
10,2012-07-03,09:16:49,18:09:03,Pila
10,2012-07-04,09:31:37,18:13:35,Poznan
10,2012-07-05,09:08:37,18:17:04,Poznan
10,2012-07-06,09:21:53,18:29:13,Lodz
10,2012-07-09,07:37:57,16:14:05,Poznan
10,2012-07-10,09:22:51,18:17:05,Poznan
10,2012-07-11,09:19:18,18:35:46,Pila
10,2012-07-12,09:35:17,18:33:27,Pila
10,2012-07-13,09:16:26,18:02:12,Lodz
10,2012-07-16,09:22:28,18:15:03,Poznan
10,2012-07-17,09:39:55,18:29:13,Poznan
10,2012-07-18,10:35:19,18:33:21,Poznan
10,2012-07-19,10:54:20,18:29:45,Lodz
10,2012-07-24,09:51:40,18:22:21,Poznan
10,2012-07-25,09:45:54,18:31:35,Poznan
10,2012-07-26,09:29:31,18:18:51,Lodz
10,2012-07-27,09:49:52,18:33:46,Pila
10,2012-07-30,09:35:44,18:08:31,Poznan
10,2012-07-31,09:46:35,19:00:58,Poznan
10,2012-08-01,09:39:20,17:17:28,Poznan
10,2012-08-02,09:49:47,18:12:02,Lodz
10,2012-08-03,09:46:17,18:15:18,Lodz
10,2012-08-06,09:50:02,18:16:42,Pila
10,2012-08-07,10:03:49,18:29:17,Lodz
10,2012-08-08,10:02:40,18:38:35,Lodz
10,2012-08-09,10:01:43,19:01:09,Poznan
10,2012-08-10,10:05:29,18:05:55,Poznan
10,2012-08-13,10:05:48,18:26:33,Pila
10,2012-08-14,10:05:51,18:37:55,Lodz
10,2012-08-16,10:01:10,18:40:29,Pila
10,2012-08-17,09:49:47,18:20:58,Pila
10,2012-08-20,08:47:23,08:47:23,Pila
10,2012-08-27,10:11:15,18:35:16,Poznan
10,2012-08-28,09:53:13,18:31:51,Lodz
10,2012-08-29,10:01:50,18:46:39,Lodz
10,2012-08-30,10:16:50,18:53:11,Lodz
10,2012-08-31,10:13:13,18:42:17,Poznan
10,2012-09-03,09:33:01,16:08:44,Lodz
10,2012-09-04,09:57:46,18:54:37,Poznan
10,2012-09-05,09:56:57,19:06:32,Pila
10,2012-09-06,10:04:05,18:34:33,Poznan
10,2012-09-07,10:14:23,19:04:32,Lodz
10,2012-09-10,10:04:13,17:01:45,Poznan
10,2012-09-11,10:20:32,19:29:03,Pila
10,2012-09-12,10:43:10,19:29:37,Poznan
10,2012-09-13,09:20:07,19:17:04,Pila
10,2012-09-14,09:06:21,18:12:45,Pila
